Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
SRR7179524 - polyg	(1, 0.008370919114859012)	(2, 0.09947205748182464)	(3, 0.09972034745557046)	(4, 0.0999615434300664)	(5, 0.10082701133855182)	(6, 0.10300486910826515)	(7, 0.10304033910451454)	(8, 0.10306162110226419)	(9, 0.10309709109851359)	(10, 0.10313965509401286)	(11, 0.10318221908951215)	(12, 0.10321768908576155)	(13, 0.10328862907826036)	(14, 0.10336666307000905)	(15, 0.10338794506775868)	(16, 0.10340922706550833)	(17, 0.10345179106100762)	(18, 0.10347307305875726)	(19, 0.10355820104975583)	(20, 0.10367879903700379)	(21, 0.10397674700549878)	(22, 0.10401931100099805)	(23, 0.10406187499649734)	(24, 0.10412572098974626)	(25, 0.10416828498524555)	(26, 0.10431016497024316)	(27, 0.10438110496274196)	(28, 0.10453717294623933)	(29, 0.1046932409297367)	(30, 0.10501247089598133)	(31, 0.10528913686672667)	(32, 0.10548776884572332)	(33, 0.10562255483147105)	(34, 0.1057147768217195)	(35, 0.1058566568067171)	(36, 0.10593469079846579)	(37, 0.10609785278121305)	(38, 0.10628939076095982)	(39, 0.10652349273620587)	(40, 0.10678597070845146)	(41, 0.10702007268369751)	(42, 0.10718323466644476)	(43, 0.10750246463268939)	(44, 0.10800613857943091)	(45, 0.10835374454267505)	(46, 0.10872263250366884)	(47, 0.10893545248116525)	(48, 0.10916246045716144)	(49, 0.10944622042715665)	(50, 0.10982220238740031)	(51, 0.11009886835814565)	(52, 0.11050322631538885)	(53, 0.11080117428388384)	(54, 0.11106365225612941)	(55, 0.111326130228375)	(56, 0.11164536019461961)	(57, 0.111978778159364)	(58, 0.11219159813686042)	(59, 0.11247535810685563)	(60, 0.11272364808060145)	(61, 0.1130712540438456)	(62, 0.11339048401009022)	(63, 0.11381612396508305)	(64, 0.11418501192607684)	(65, 0.11458936988332002)
SRR7179525 - illumina_universal_adapter	(1, 1.4394646803589507e-05)	(2, 1.4394646803589507e-05)	(3, 2.159197020538426e-05)	(4, 4.318394041076852e-05)	(5, 5.038126381256327e-05)	(6, 7.917055741974228e-05)	(7, 8.636788082153704e-05)	(8, 0.00010076252762512654)	(9, 0.0001223544978305108)	(10, 0.00013674914463410032)	(11, 0.00014394646803589505)	(12, 0.00016553843824127933)	(13, 0.0001871304084466636)	(14, 0.00019432773184845835)	(15, 0.0002159197020538426)	(16, 0.00022311702545563735)	(17, 0.0002447089956610216)	(18, 0.00025910364246461114)	(19, 0.0003094849062771744)	(20, 0.00033107687648255865)	(21, 0.00040305011050050616)	(22, 0.0004894179913220432)	(23, 0.0005685885487417855)	(24, 0.0006981403699740911)	(25, 0.0007917055741974229)	(26, 0.0009788359826440865)	(27, 0.0011659663910907501)	(28, 0.0013890834165463874)	(29, 0.0017417522632343302)	(30, 0.0021807889907438103)	(31, 0.0026989962756730325)	(32, 0.003325163411629176)	(33, 0.004124066309228394)	(34, 0.005095704968470685)	(35, 0.006052948980909387)	(36, 0.007348467193232443)	(37, 0.008780734550189599)	(38, 0.010421724285798803)	(39, 0.012307423017069028)	(40, 0.014603369182241555)	(41, 0.017568666423780993)	(42, 0.02097300039282991)	(43, 0.02485955502979908)	(44, 0.028789293607179012)	(45, 0.033042911737639714)	(46, 0.03846969358259296)	(47, 0.04382450219352825)	(48, 0.050021397642473535)	(49, 0.0572043263974647)	(50, 0.06643129499856558)	(51, 0.0765579290248908)	(52, 0.08790810802952112)	(53, 0.10087048747615347)	(54, 0.11527233160314478)	(55, 0.1297605436109576)	(56, 0.14669584557538065)	(57, 0.16496984969253753)	(58, 0.1846401345496426)	(59, 0.20738367649931402)	(60, 0.23394179985193667)	(61, 0.26380349464598307)	(62, 0.2973574163451502)	(63, 0.3357263474001181)	(64, 0.380018675614763)	(65, 0.4270315920752863)
SRR7179525 - polya	(1, 0.0018928960546720202)	(2, 0.002454287280012011)	(3, 0.003008481181950207)	(4, 0.004008909134799677)	(5, 0.004894179913220433)	(6, 0.00598097574689144)	(7, 0.007406045780446801)	(8, 0.010515289490022135)	(9, 0.014891262118313344)	(10, 0.020116518908016336)	(11, 0.022390873102983478)	(12, 0.025291394433906763)	(13, 0.02814873182441928)	(14, 0.03180497211253101)	(15, 0.03447517909459687)	(16, 0.03769238265519912)	(17, 0.04112550591785522)	(18, 0.0430759805597416)	(19, 0.044659391708136445)	(20, 0.046732220847853334)	(21, 0.04907135095343663)	(22, 0.05152563823344864)	(23, 0.053202614586066815)	(24, 0.05523945710877473)	(25, 0.05723311569107188)	(26, 0.05971619226469107)	(27, 0.06235041262974795)	(28, 0.06554602422014481)	(29, 0.06840336161065734)	(30, 0.07131108026498241)	(31, 0.0747657954978439)	(32, 0.07808376158607128)	(33, 0.08082594180215508)	(34, 0.08373366045648016)	(35, 0.08640386743854601)	(36, 0.08899490386319213)	(37, 0.09154995367082926)	(38, 0.09357240154673359)	(39, 0.09556606012903074)	(40, 0.09796276882182839)	(41, 0.10048183201245656)	(42, 0.10392215259851445)	(43, 0.10718973742292927)	(44, 0.10924817191584256)	(45, 0.11113387064711279)	(46, 0.1134370141356871)	(47, 0.11648867925804808)	(48, 0.11945397649958753)	(49, 0.12207380221784081)	(50, 0.12520463789762154)	(51, 0.1274286108287761)	(52, 0.12912717915159966)	(53, 0.13096969394245914)	(54, 0.13289137929073833)	(55, 0.1352664960133306)	(56, 0.1377351779401462)	(57, 0.14221191309606254)	(58, 0.14507644780997683)	(59, 0.1471924608901045)	(60, 0.1489486078001424)	(61, 0.1518563264544675)	(62, 0.15663534919325922)	(63, 0.15948548926036993)	(64, 0.1646171808458496)	(65, 0.16771922723202315)
SRR7179526 - illumina_universal_adapter	(1, 2.7381658355078364e-05)	(2, 3.422707294384795e-05)	(3, 6.160873129892632e-05)	(4, 8.899038965400469e-05)	(5, 9.583580424277427e-05)	(6, 0.00013006287718662224)	(7, 0.0001369082917753918)	(8, 0.00016428995013047018)	(9, 0.00018482619389677894)	(10, 0.0002190532668406269)	(11, 0.00023274409601816608)	(12, 0.0002464349251957053)	(13, 0.0002464349251957053)	(14, 0.00026697116896201405)	(15, 0.000301198241905862)	(16, 0.0003217344856721708)	(17, 0.00034227072943847955)	(18, 0.0003696523877935579)	(19, 0.0003970340461486363)	(20, 0.0004312611190924842)	(21, 0.00047917902121387136)	(22, 0.0005476331671015672)	(23, 0.0006503143859331111)	(24, 0.0007803772631197333)	(25, 0.0009515126278389731)	(26, 0.001088420919614365)	(27, 0.0013485466739876094)	(28, 0.0015812907700057755)	(29, 0.0018756435973228678)	(30, 0.0023958951060693567)	(31, 0.002929837443993385)	(32, 0.003593842659104035)	(33, 0.004572736945298086)	(34, 0.005407877525127977)	(35, 0.00653052551768619)	(36, 0.007666864339421942)	(37, 0.009227618865661409)	(38, 0.010891054610732418)	(39, 0.012944678987363296)	(40, 0.015258429118367419)	(41, 0.018284102366603577)	(42, 0.021693118831810833)	(43, 0.025636077634942116)	(44, 0.029674872242316176)	(45, 0.03428183626055811)	(46, 0.039066781058108055)	(47, 0.04483746555644082)	(48, 0.05142275439083717)	(49, 0.05887741087800725)	(50, 0.06793389437894942)	(51, 0.07820201626210381)	(52, 0.0898186848192458)	(53, 0.10259907385647862)	(54, 0.11653633795921352)	(55, 0.13133612430013336)	(56, 0.14803209048214241)	(57, 0.1656384968044578)	(58, 0.1863458759354858)	(59, 0.20975719382907781)	(60, 0.23626948453138244)	(61, 0.26608811048006276)	(62, 0.29994553103611715)	(63, 0.3388617129732723)	(64, 0.3823027139536041)	(65, 0.42925541261797473)
SRR7179526 - polya	(1, 0.0020673152058084164)	(2, 0.002690247933386449)	(3, 0.0031009728087126247)	(4, 0.004216775386682068)	(5, 0.005277814647941355)	(6, 0.006414153469677107)	(7, 0.008002289654271652)	(8, 0.010993735829563964)	(9, 0.015456946141441736)	(10, 0.020851132837392174)	(11, 0.023219646285106452)	(12, 0.02625901036252015)	(13, 0.029188847806513537)	(14, 0.033022279976224506)	(15, 0.0356577645929008)	(16, 0.03862182910983803)	(17, 0.04198977308751267)	(18, 0.04385857127024677)	(19, 0.045385098723542384)	(20, 0.04728127856463157)	(21, 0.04993729942507417)	(22, 0.052086759605947816)	(23, 0.053750195351018826)	(24, 0.05545470358362246)	(25, 0.057179748059992395)	(26, 0.059678324384893296)	(27, 0.062265891099448196)	(28, 0.06546954512699237)	(29, 0.06808449349990235)	(30, 0.07074051436034495)	(31, 0.07412214916719713)	(32, 0.07719574031755468)	(33, 0.0798243795196422)	(34, 0.0827952894511682)	(35, 0.08541708323866695)	(36, 0.08816209448876355)	(37, 0.09063328915530938)	(38, 0.09255000524016486)	(39, 0.09485690995658022)	(40, 0.09721173257511696)	(41, 0.0997445359729617)	(42, 0.10295503541509464)	(43, 0.10615184402805004)	(44, 0.1083902945985777)	(45, 0.11054660019404013)	(46, 0.11301779486058594)	(47, 0.11622144888813012)	(48, 0.11908967760082458)	(49, 0.12179361636338856)	(50, 0.12496304331798888)	(51, 0.1271193489134513)	(52, 0.1286527217813357)	(53, 0.13054890162242486)	(54, 0.13259568058446697)	(55, 0.13513532939690048)	(56, 0.13756545157591368)	(57, 0.14239831427558503)	(58, 0.14548559625512011)	(59, 0.1476487472651713)	(60, 0.14964760832509202)	(61, 0.15252268245237524)	(62, 0.15749245344382198)	(63, 0.16071664371513245)	(64, 0.16596023129012996)	(65, 0.1691912669760292)
SRR7179526 - polyg	(1, 0.007365666097516079)	(2, 0.09645189155576353)	(3, 0.096705171895548)	(4, 0.09686946184567848)	(5, 0.09775936574221852)	(6, 0.10011418836075527)	(7, 0.10021686957958681)	(8, 0.10028532372547451)	(9, 0.10036746870053974)	(10, 0.10041538660266112)	(11, 0.10044961367560498)	(12, 0.10049753157772637)	(13, 0.10052491323608144)	(14, 0.10060021279655791)	(15, 0.10065497611326807)	(16, 0.10069604860080068)	(17, 0.10072343025915576)	(18, 0.10078503899045468)	(19, 0.10083295689257607)	(20, 0.10096986518435147)	(21, 0.10126421801166856)	(22, 0.10131213591378994)	(23, 0.10134636298673379)	(24, 0.10140112630344394)	(25, 0.10149011669309796)	(26, 0.10158595249734073)	(27, 0.10167494288699473)	(28, 0.10183238742253643)	(29, 0.10198298654348936)	(30, 0.10220888522491876)	(31, 0.10253061971059094)	(32, 0.10264699175860001)	(33, 0.10279074546496418)	(34, 0.10293449917132834)	(35, 0.10302348956098234)	(36, 0.10316039785275774)	(37, 0.1033246878028882)	(38, 0.10344790526548606)	(39, 0.10366011311773791)	(40, 0.10387916638457854)	(41, 0.10404345633470902)	(42, 0.1042488187723721)	(43, 0.1045157899413341)	(44, 0.10512503183973461)	(45, 0.10537831217951908)	(46, 0.10562474710471478)	(47, 0.10592594534662064)	(48, 0.10618607110099389)	(49, 0.10646673309913345)	(50, 0.10669947719515162)	(51, 0.10698013919329116)	(52, 0.10730871909355211)	(53, 0.10757569026251412)	(54, 0.1078289706022986)	(55, 0.10813701425879323)	(56, 0.10838344918398893)	(57, 0.10862303869459587)	(58, 0.10889685527814665)	(59, 0.10921174434923005)	(60, 0.10956770590784606)	(61, 0.10980045000386424)	(62, 0.11014272073330271)	(63, 0.1105055277065075)	(64, 0.11087518009430106)	(65, 0.11124483248209462)
SRR7179527 - illumina_universal_adapter	(1, 1.3665887232788344e-05)	(2, 1.3665887232788344e-05)	(3, 2.0498830849182517e-05)	(4, 2.0498830849182517e-05)	(5, 2.0498830849182517e-05)	(6, 4.099766169836503e-05)	(7, 4.783060531475921e-05)	(8, 6.149649254754756e-05)	(9, 6.149649254754756e-05)	(10, 7.516237978033589e-05)	(11, 9.566121062951842e-05)	(12, 0.00010249415424591259)	(13, 0.00010249415424591259)	(14, 0.00012299298509509511)	(15, 0.00012982592871148927)	(16, 0.00013665887232788344)	(17, 0.00014349181594427762)	(18, 0.00016399064679346013)	(19, 0.0001708235904098543)	(20, 0.00021182125210821934)	(21, 0.00025281891380658436)	(22, 0.00029381657550494944)	(23, 0.000396310729750862)	(24, 0.0004509742786820154)	(25, 0.000553468432927928)	(26, 0.0007311249669541764)	(27, 0.0008951156137476365)	(28, 0.0011001039222394617)	(29, 0.0013255910615804693)	(30, 0.001749233565796908)	(31, 0.002172876070013347)	(32, 0.0027331774465576687)	(33, 0.003580462454990546)	(34, 0.004311587421944723)	(35, 0.00537069368248582)	(36, 0.006703117687682683)	(37, 0.008028708749263152)	(38, 0.009436295134240352)	(39, 0.011322187572365144)	(40, 0.013549727191309644)	(41, 0.01620090931447058)	(42, 0.019350896321628296)	(43, 0.02317051180319264)	(44, 0.027065289664537317)	(45, 0.03145203946626238)	(46, 0.036610911896639974)	(47, 0.04194060791742743)	(48, 0.04800142890516906)	(49, 0.05526484796939606)	(50, 0.06356687446331498)	(51, 0.07342681210177178)	(52, 0.08491982326454678)	(53, 0.09721912177405628)	(54, 0.11086451017599544)	(55, 0.12562366838740685)	(56, 0.14171525060401513)	(57, 0.1596790593715154)	(58, 0.18013005961538317)	(59, 0.20302042073030366)	(60, 0.22859612868646703)	(61, 0.25885240301986046)	(62, 0.2925456479923001)	(63, 0.3300311766718385)	(64, 0.37232026471370205)	(65, 0.4180804881126938)
SRR7179527 - polya	(1, 0.0018380618328100323)	(2, 0.0022890361114920477)	(3, 0.002705845672092092)	(4, 0.0037102883837020354)	(5, 0.004721564038928373)	(6, 0.005726006750538316)	(7, 0.0070379319248859975)	(8, 0.009941932961853521)	(9, 0.01436284748166055)	(10, 0.01932356454716272)	(11, 0.02163309948950395)	(12, 0.024584931131786232)	(13, 0.02736593918365866)	(14, 0.031096726398209876)	(15, 0.033481423720331444)	(16, 0.03618726939242354)	(17, 0.03943975055382716)	(18, 0.04128464533025359)	(19, 0.042658066997148816)	(20, 0.04464645358951952)	(21, 0.04690815792654599)	(22, 0.04919719403803804)	(23, 0.051007924096382495)	(24, 0.052852818872808925)	(25, 0.054800207803481264)	(26, 0.05746505581387499)	(27, 0.06021873209128184)	(28, 0.0631910625644133)	(29, 0.0657670823077939)	(30, 0.06862325273944667)	(31, 0.0719850609987126)	(32, 0.07498472324630964)	(33, 0.07775206541094928)	(34, 0.08086105475640863)	(35, 0.08350540393595318)	(36, 0.08614292017188133)	(37, 0.08893759411098655)	(38, 0.09091231481612447)	(39, 0.09313302149145257)	(40, 0.09553821764442331)	(41, 0.09844221868139084)	(42, 0.10164003629386331)	(43, 0.10468752914677511)	(44, 0.1068125746114737)	(45, 0.10895128596340507)	(46, 0.1113838138908414)	(47, 0.11479345275542209)	(48, 0.11775211734132077)	(49, 0.1205331253931932)	(50, 0.12358745118972139)	(51, 0.12563733427463963)	(52, 0.12737973489682017)	(53, 0.1292382955604794)	(54, 0.13142483751772552)	(55, 0.13374120540368314)	(56, 0.13665203938426707)	(57, 0.14118911394555278)	(58, 0.14389495961764487)	(59, 0.1461088333493566)	(60, 0.1479605610693994)	(61, 0.15083723033190136)	(62, 0.15598926981866257)	(63, 0.1589684332354104)	(64, 0.16430496219981428)	(65, 0.16792642231650318)
SRR7179527 - polyg	(1, 0.008889659644928818)	(2, 0.0935634969392854)	(3, 0.09387097940202314)	(4, 0.09398030649988545)	(5, 0.09409646654136415)	(6, 0.0942809560190068)	(7, 0.09429462190623958)	(8, 0.09435611839878713)	(9, 0.09445177960941664)	(10, 0.09456110670727895)	(11, 0.09467726674875765)	(12, 0.09483442445193471)	(13, 0.09490958683171505)	(14, 0.09507357747850852)	(15, 0.09509407630935769)	(16, 0.09513507397105606)	(17, 0.09516923868913803)	(18, 0.09519657046360361)	(19, 0.09527173284338394)	(20, 0.09542205760294462)	(21, 0.09572954006568235)	(22, 0.09576370478376432)	(23, 0.09583203421992827)	(24, 0.09589353071247582)	(25, 0.09594819426140697)	(26, 0.0960301895848037)	(27, 0.09611218490820042)	(28, 0.09624884378052831)	(29, 0.09648116386348571)	(30, 0.0968433098751546)	(31, 0.0970824629017284)	(32, 0.09724645354852186)	(33, 0.09742411008254812)	(34, 0.09756760189849238)	(35, 0.0976632631091219)	(36, 0.09782725375591536)	(37, 0.09792291496654489)	(38, 0.09808007266972195)	(39, 0.09841488690692526)	(40, 0.09871553642604661)	(41, 0.09901618594516795)	(42, 0.09926217191535815)	(43, 0.09967898147595819)	(44, 0.10033494406313202)	(45, 0.1007107559620337)	(46, 0.1009567419322239)	(47, 0.10121639378964688)	(48, 0.10152387625238461)	(49, 0.10186552343320432)	(50, 0.10219350472679124)	(51, 0.10256931662569292)	(52, 0.10306812150968969)	(53, 0.10339610280327662)	(54, 0.10361475699900123)	(55, 0.103888074743657)	(56, 0.10423655486809309)	(57, 0.10457136910529641)	(58, 0.10486518568080136)	(59, 0.10521366580523747)	(60, 0.10557581181690635)	(61, 0.10581496484348016)	(62, 0.10619077674238184)	(63, 0.1065802545285163)	(64, 0.10691506876571961)	(65, 0.10737970893163441)
SRR7179537 - illumina_universal_adapter	(1, 0.00011166990439322016)	(2, 0.00015633786615050821)	(3, 0.00027983164277359875)	(4, 0.0005465256497362304)	(5, 0.0007015497523056419)	(6, 0.0008946729987268579)	(7, 0.0009748125771737572)	(8, 0.0010930512994724608)	(9, 0.0011679358235949732)	(10, 0.0012874883094747735)	(11, 0.0013807655237326399)	(12, 0.001470101447247216)	(13, 0.001613301677586757)	(14, 0.0017249715819799773)	(15, 0.0018550341765085515)	(16, 0.0019667040809017715)	(17, 0.002109904311241313)	(18, 0.0022228879792156294)	(19, 0.002347695519419817)	(20, 0.0024698755324618106)	(21, 0.002574976618949547)	(22, 0.00277335491969515)	(23, 0.003007204837130364)	(24, 0.003352724658958798)	(25, 0.00373502986105794)	(26, 0.004223749913225916)	(27, 0.0047886682530975)	(28, 0.005592691564728685)	(29, 0.006730410825958434)	(30, 0.008264886688679389)	(31, 0.01022370818809458)	(32, 0.012663367158191167)	(33, 0.015573353490320374)	(34, 0.018750033829412212)	(35, 0.02186365351661141)	(36, 0.025389794968274974)	(37, 0.02935736098318703)	(38, 0.033745331344050035)	(39, 0.039168547406817245)	(40, 0.045285430640403516)	(41, 0.05306159727691493)	(42, 0.0629292755345323)	(43, 0.07351689623459066)	(44, 0.08390219734316015)	(45, 0.09410094402321388)	(46, 0.10553462846949853)	(47, 0.1179194777484972)																		
